Project Install Year,Contractor,County,City,Project Count by City,Project Cost,"Incentive, Dollars",Total Nameplate KW,Expected KWh Annual Production,Solicitation,Location 1
2014,SolarCity(CS),Orange,Highland Mills,4,160025.00,27193.00,31.35,36794.01,PON 2112,"Highland Mills, NY
(41.34664197500007, -74.12711621999995)"
2012,Solar Liberty Energy Systems Inc. (CS),Erie,Akron,5,782168.01,205748.00,117.57,138008.36,PON 2112,"Akron, NY
(43.02020248000008, -78.50237788699997)"
2013,SolarCity(CS),Schenectady,Schenectady,16,495079.00,108642.00,98.32,115382.60,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2014,Monolith Solar Associates LLC(CS),Rensselaer,East Greenbush,20,1010535.00,330130.00,317.19,372324.45,PON 2112,"East Greenbush, NY
(42.58999223100005, -73.70082711699996)"
2012,SunPower SolarProgram I LLC,Niagara,Wilson,3,103005.00,30901.50,20.61,24182.28,PON 2112,"Wilson, NY
(43.30736200900003, -78.82603697799993)"
2015,Sungevity Development LLC (E),Dutchess,Wappingers Falls,4,112690.00,22455.00,27.25,31987.14,PON 2112,"Wappingers Falls, NY
(41.596950727000035, -73.91324923499997)"
2013,SunRun Inc. (E),Orange,Chester,12,335165.00,104634.00,76.43,89716.58,PON 2112,"Chester, NY
(41.36149076100003, -74.27361683799995)"
2015,Kilowatt Systems LLC,Orange,Highland Mills,9,341379.67,61570.00,82.75,97135.26,PON 2112,"Highland Mills, NY
(41.34664197500007, -74.12711621999995)"
2015,Kilowatt Systems LLC,Ulster,Marlboro,8,253037.54,46191.00,69.50,81581.88,PON 2112,"Marlboro, NY
(41.60441068700004, -73.97224870999997)"
2014,ETM Solar Works,Tioga,Apalachin,4,103037.00,25203.00,25.21,29584.29,PON 2112,"Apalachin, NY
(42.070711490000065, -76.15318869799995)"
2014,SolarCity(CS),Dutchess,Beacon,11,380783.05,60567.00,70.74,83031.57,PON 2112,"Beacon, NY
(41.506662102000064, -73.97281776499995)"
2015,Hudson Solar(CS),Orange,Warwick,3,80833.00,13159.00,15.16,17789.55,PON 2112,"Warwick, NY
(41.258411729000045, -74.35830827099994)"
2014,Apex Solar Power LLC(CS),Saratoga,Saratoga Springs,5,479443.50,180166.00,159.33,187027.93,PON 2112,"Saratoga Springs, NY
(43.08390110700003, -73.78449602799998)"
2013,SolarCity(CS),Dutchess,Poughkeepsie,3,83300.00,18714.00,16.67,19556.18,PON 2112,"Poughkeepsie, NY
(41.70671171300006, -73.92936950399996)"
2013,SolarCity(CS),Rensselaer,East Greenbush,3,168661.00,38224.00,33.61,39446.90,PON 2112,"East Greenbush, NY
(42.58999223100005, -73.70082711699996)"
2015,RGS Energy,Rensselaer,Troy,11,225793.00,50492.00,55.03,64561.21,PON 2112,"Troy, NY
(42.73449226400004, -73.68808561299994)"
2015,SunPower Capital LLC (E),Rockland,Pearl River,5,193518.00,33551.00,39.24,46061.49,PON 2112,"Pearl River, NY
(41.05948244600006, -74.02430837799994)"
2013,Monolith Solar Associates LLC(CS),Rensselaer,Wynantskill,3,178281.00,92584.00,37.62,44159.86,PON 2112,"Wynantskill, NY
(42.69377369000006, -73.63512790499993)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Dutchess,Beacon,7,149156.84,33647.00,41.30,48450.24,PON 2112,"Beacon, NY
(41.506662102000064, -73.97281776499995)"
2014,You Save Green,Westchester,White Plains,4,116099.96,38285.00,32.29,37897.43,PON 2112,"White Plains, NY
(41.03354152700007, -73.76414785599997)"
2015,Hudson Solar(CS),Saratoga,Ballston Spa,3,103103.00,14486.00,18.75,22003.63,PON 2112,"Ballston Spa, NY
(43.00241061100007, -73.85151562699997)"
2014,SolarCity(CS),Rensselaer,Schaghticoke,7,260482.00,41975.00,49.23,57776.41,PON 2112,"Schaghticoke, NY
(42.89682417900008, -73.58653591699994)"
2014,Sungevity Development LLC (E),Kings,Brooklyn,11,210354.95,45818.00,45.06,52881.49,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2012,SolarCity(CS),Putnam,Carmel,4,134166.83,31138.00,26.84,31499.99,PON 2112,"Carmel, NY
(41.42780348600007, -73.67691790299995)"
2014,Monolith Solar Associates LLC(CS),Schenectady,Schenectady,7,994096.00,272805.00,207.40,243448.54,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2014,SolarCity(CS),Montgomery,Saint Johnsville,5,178911.00,32384.00,35.42,41571.55,PON 2112,"Saint Johnsville, NY
(42.998733980000054, -74.67819737099995)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Westchester,Yonkers,6,133063.10,32083.00,32.47,38102.84,PON 2112,"Yonkers, NY
(40.932992123000076, -73.89873832499995)"
2014,SolarCity(CS),Putnam,Putnam Valley,4,205450.00,25366.00,38.00,44605.92,PON 2112,"Putnam Valley, NY
(41.33696358900005, -73.87439787399995)"
2012,Fourth Coast Inc.,St. Lawrence,Russell,3,155220.00,59400.00,39.60,46484.06,PON 2112,"Russell, NY
(44.429143381000074, -75.15092672099996)"
2012,Direct Energy Solar (E) (CS),Ulster,New Paltz,3,122963.00,33180.00,28.96,33994.41,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2014,CNR Energy Solutions,Otsego,Cooperstown,3,105080.00,31096.00,27.76,32585.80,PON 2112,"Cooperstown, NY
(42.700580125000045, -74.92468722899997)"
2013,Solar Liberty Energy Systems Inc. (CS),Niagara,Lockport,3,193485.00,55286.00,32.99,38727.33,PON 2112,"Lockport, NY
(43.169192716000055, -78.69536765499998)"
2014,Sungevity Development LLC (E),Onondaga,Skaneateles,3,98714.50,23725.00,21.15,24826.72,PON 2112,"Skaneateles, NY
(42.945442841000045, -76.42584620799994)"
2015,Direct Energy Solar (E) (CS),Tompkins,Ithaca,40,1039322.00,218043.00,269.12,315892.08,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2013,SolarCity(CS),Dutchess,Hyde Park,4,97804.00,20256.00,19.36,22719.67,PON 2112,"Hyde Park, NY
(42.659172461000026, -74.95880831799997)"
2015,Hudson Solar(CS),Saratoga,Saratoga Springs,4,277642.00,77710.00,71.29,83683.05,PON 2112,"Saratoga Springs, NY
(43.08390110700003, -73.78449602799998)"
2012,SolarCity(CS),Albany,Latham,4,144474.00,33429.20,29.04,34088.31,PON 2112,"Latham, NY
(42.744121747000065, -73.76181828599994)"
2015,1st Light Energy Inc.,Kings,Brooklyn,6,964970.00,280495.00,282.29,331363.29,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2015,ETM Solar Works,Broome,Vestal,3,109689.00,27180.00,27.18,31904.97,PON 2112,"Vestal, NY
(42.09411388900003, -76.00351826399998)"
2015,Kilowatt Systems LLC,Dutchess,Hopewell Junction,5,173961.12,34881.00,51.00,59865.84,PON 2112,"Hopewell Junction, NY
(41.575402204000056, -73.80723601199998)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Richmond,Staten Island,104,2747120.60,582347.00,596.46,700019.49,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2015,Kilowatt Systems LLC,Westchester,Ossining,17,525318.42,81900.00,124.00,145556.16,PON 2112,"Ossining, NY
(41.16338394100006, -73.86083835299996)"
2011,Island Solar Energy LLC,Queens,College Point,5,2406340.32,292208.00,248.60,291826.02,PON 2112,"College Point, NY
(40.78410414000007, -73.84580729099997)"
2015,Kilowatt Systems LLC,Rockland,Garnerville,11,361090.54,62462.00,82.50,96841.80,PON 2112,"Garnerville, NY
(41.20728122200006, -73.99601565999996)"
2015,SolarCity(CS),Orange,Monroe,48,2239496.00,261364.00,399.96,469430.34,PON 2112,"Monroe, NY
(41.328121003000035, -74.18712932499994)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Orange,Monroe,4,108546.66,23598.00,28.49,33425.09,PON 2112,"Monroe, NY
(41.328121003000035, -74.18712932499994)"
2013,SunRun Inc. (E),Orange,Warwick,7,207064.40,59075.00,51.30,60217.99,PON 2112,"Warwick, NY
(41.258411729000045, -74.35830827099994)"
2015,SunPower Capital LLC (E),Rockland,Stony Point,7,299269.00,53300.00,61.17,71779.14,PON 2112,"Stony Point, NY
(41.24568356300006, -74.01170913799996)"
2015,Kilowatt Systems LLC,Dutchess,Wappingers Falls,7,231026.07,42154.00,61.00,71604.24,PON 2112,"Wappingers Falls, NY
(41.596950727000035, -73.91324923499997)"
2014,SolarCity(CS),Saratoga,Clifton Park,14,586770.12,85664.00,112.02,131475.94,PON 2112,"Clifton Park, NY
(42.866953221000074, -73.77180787399993)"
2015,Sungevity Development LLC (E),Albany,Albany,3,80958.40,15242.00,19.38,22749.02,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2015,SolarCity(CS),Fulton,Broadalbin,7,379120.00,48209.00,67.71,79468.96,PON 2112,"Broadalbin, NY
(43.057373350000034, -74.19923953299997)"
2014,Sungevity Development LLC (E),Tompkins,Freeville,3,146634.70,24234.00,31.41,36870.31,PON 2112,"Freeville, NY
(42.512774094000065, -76.34385778799998)"
2014,Kilowatt Systems LLC,Westchester,Yorktown Heights,3,98698.80,13993.00,22.50,26411.40,PON 2112,"Yorktown Heights, NY
(41.26851246100006, -73.78310895599998)"
2012,SolarCity(CS),Schenectady,Schenectady,7,222368.35,57802.00,43.47,51020.94,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2013,Monolith Solar Associates LLC(CS),Rensselaer,Troy,3,388700.00,109677.00,78.85,92557.28,PON 2112,"Troy, NY
(42.73449226400004, -73.68808561299994)"
2015,Northern Lights Energy(CS),St. Lawrence,Hermon,3,41018.00,13440.00,14.90,17490.21,PON 2112,"Hermon, NY
(44.46690108900003, -75.23163921199995)"
2013,Solar Liberty Energy Systems Inc. (CS),Erie,Amherst,3,78900.00,30570.00,21.10,24768.03,PON 2112,"Amherst, NY
(42.978892622000046, -78.79944697999997)"
2015,SunRun Inc. (E),Rockland,Airmont,3,131828.50,23333.00,34.75,40790.94,PON 2112,"Airmont, NY
(41.11093304700006, -74.09858787699994)"
2014,Sungevity Development LLC (E),Dutchess,Poughkeepsie,12,390636.80,71325.00,88.60,104002.23,PON 2112,"Poughkeepsie, NY
(41.70671171300006, -73.92936950399996)"
2012,Solar Generation Inc. (CS),Ulster,Saugerties,3,182144.00,46684.00,28.37,33290.11,PON 2112,"Saugerties, NY
(42.07778022400004, -73.95245625599995)"
2012,Halcyon dba Halco Renewable Energy (CS),Tompkins,Ithaca,6,408762.28,115991.00,73.57,86361.75,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2014,SunRun Inc. (E),Orange,Pine Bush,5,139306.50,38499.00,37.11,43555.33,PON 2112,"Pine Bush, NY
(41.61103040000006, -74.30076699999995)"
2014,SunPower Capital LLC (E),Richmond,Staten Island,703,31372807.49,6578669.50,6090.06,7148279.35,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2015,SunPower Capital LLC (E),Rockland,Bardonia,3,201056.00,41235.00,44.48,52203.02,PON 2112,"Bardonia, NY
(41.10930145900005, -73.99668696799995)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Dutchess,Fishkill,6,171448.10,44095.00,45.59,53515.36,PON 2112,"Fishkill, NY
(41.535332709000045, -73.90290843299994)"
2015,SunRun Inc. (E),Orange,Port Jervis,3,71919.40,16288.00,17.82,20917.83,PON 2112,"Port Jervis, NY
(41.37469017700005, -74.69122784799998)"
2015,SolarCity(CS),Orange,Washingtonville,19,972552.00,113119.00,173.70,203860.79,PON 2112,"Washingtonville, NY
(41.42558061400007, -74.17023994099998)"
2014,SolarCity(CS),Ulster,Ulster Park,3,151900.00,20411.00,30.39,35661.26,PON 2112,"Ulster Park, NY
(41.858840644000054, -73.97430708999997)"
2013,New York Light Energy,Saratoga,Malta,9,3098873.92,717640.00,452.24,530857.41,PON 2112,"Malta, NY
(42.97111256900007, -73.79346754099998)"
2013,Paradise Energy Solutions LLC,Yates,Penn Yan,3,91150.00,30920.00,23.25,27291.78,PON 2112,"Penn Yan, NY
(42.663631542000076, -77.05529694299997)"
2015,SolarCity(CS),Saratoga,Ballston Lake,11,367903.05,40897.00,69.73,81840.12,PON 2112,"Ballston Lake, NY
(42.90829420000006, -73.86835610699995)"
2012,George E. Denmark dba John Mills Electric (Twin Tier Solar & Wind)(CS),Chemung,Elmira,4,192441.00,42975.00,30.78,36130.80,PON 2112,"Elmira, NY
(42.09041058400004, -76.79880860599997)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Orange,Middletown,3,61777.15,16320.00,16.33,19157.07,PON 2112,"Middletown, NY
(41.44556423600005, -74.42247814699994)"
2014,Kilowatt Systems LLC,Westchester,White Plains,6,168430.83,24520.00,38.75,45486.30,PON 2112,"White Plains, NY
(41.03354152700007, -73.76414785599997)"
2015,Solar Liberty Energy Systems Inc. (CS),Erie,Getzville,4,99212.60,26690.00,27.62,32415.59,PON 2112,"Getzville, NY
(43.02421254200004, -78.76859795899998)"
2015,Kilowatt Systems LLC,Westchester,Mohegan Lake,7,232652.55,37291.00,55.75,65441.58,PON 2112,"Mohegan Lake, NY
(41.31692217300008, -73.86074943799997)"
2014,Sungevity Development LLC (E),Ulster,Saugerties,9,358201.00,70189.00,80.16,94095.01,PON 2112,"Saugerties, NY
(42.07778022400004, -73.95245625599995)"
2013,Mercury Solar (currently doing business as RGS Energy),Westchester,White Plains,3,255482.13,77721.00,54.80,64320.57,PON 2112,"White Plains, NY
(41.03354152700007, -73.76414785599997)"
2015,SolarCity(CS),Rensselaer,Rensselaer,22,817076.00,101526.00,146.37,171773.88,PON 2112,"Rensselaer, NY
(42.64472379100005, -73.74126560899998)"
2015,Kasselman Solar,Albany,Albany,7,193424.00,58233.00,65.87,77314.96,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2014,SolarCity(CS),Albany,Altamont,6,280270.00,51872.00,52.54,61667.69,PON 2112,"Altamont, NY
(42.706003933000034, -74.03279974999998)"
2012,SolarCity(CS),Ulster,Marlboro,4,125370.00,33600.00,25.20,29580.77,PON 2112,"Marlboro, NY
(41.60441068700004, -73.97224870999997)"
2015,SolarCity(CS),Rensselaer,Schodack Landing,5,234724.00,27162.00,41.92,49201.50,PON 2112,"Schodack Landing, NY
(42.47917315700005, -73.77007847899995)"
2015,SolarCity(CS),Orange,Chester,17,779368.80,106038.00,145.63,170916.96,PON 2112,"Chester, NY
(41.36149076100003, -74.27361683799995)"
2012,Mercury Solar (currently doing business as RGS Energy),Westchester,Mount Kisco,3,741594.15,246960.00,141.12,165652.30,PON 2112,"Mount Kisco, NY
(41.20674328700005, -73.72664800099994)"
2015,Skyline Solar Inc.,Oswego,Oswego,5,154308.00,38716.00,50.05,58744.82,PON 2112,"Oswego, NY
(43.45646338800003, -76.51118671999996)"
2014,Monolith Solar Associates LLC(CS),Saratoga,Gansevoort,3,130813.00,32080.00,32.74,38431.53,PON 2112,"Gansevoort, NY
(43.196351769000046, -73.65209731099998)"
2014,Sungevity Development LLC (E),Westchester,Peekskill,4,113989.30,26543.00,25.06,29404.69,PON 2112,"Peekskill, NY
(41.29091012200007, -73.92205625499997)"
2012,Lotus Energy Inc.(CS),Columbia,Ghent,4,230620.66,58074.00,44.20,51879.03,PON 2112,"Ghent, NY
(42.33163223500003, -73.61196557599999)"
2015,Bella Energy,Saratoga,Ballston Spa,3,556989.73,137130.00,221.40,259888.18,PON 2112,"Ballston Spa, NY
(43.00241061100007, -73.85151562699997)"
2015,SunPower Capital LLC (E),Orange,New Windsor,8,269625.00,49834.00,56.91,66789.15,PON 2112,"New Windsor, NY
(41.47737353800005, -74.02278793399995)"
2013,SolarCity(CS),Dutchess,Poughquag,3,127780.30,23754.50,25.06,29410.56,PON 2112,"Poughquag, NY
(41.62569246600003, -73.68886806399996)"
2013,SolarCity(CS),Orange,Chester,3,107293.63,20423.00,21.51,25237.56,PON 2112,"Chester, NY
(41.36149076100003, -74.27361683799995)"
2015,Solar Liberty Energy Systems Inc. (CS),Tompkins,Brooktondale,3,91875.00,21742.00,22.69,26628.56,PON 2112,"Brooktondale, NY
(42.381393453000044, -76.39641982499995)"
2015,Monolith Solar Associates LLC(CS),Schenectady,Schenectady,5,171686.24,35923.00,38.41,45081.33,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2014,SolarCity(CS),Ulster,New Paltz,7,312524.00,40595.00,61.51,72185.29,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2012,CNY Solar Inc.(CS),Oneida,Utica,3,332449.00,127050.00,72.60,85220.78,PON 2112,"Utica, NY
(43.095891280000046, -75.24257574399996)"
2014,Sungevity Development LLC (E),Saratoga,Ballston Spa,6,217019.00,43762.00,49.26,57823.36,PON 2112,"Ballston Spa, NY
(43.00241061100007, -73.85151562699997)"
2014,Hudson Solar(CS),Dutchess,Rhinebeck,6,275537.00,57857.00,57.86,67914.86,PON 2112,"Rhinebeck, NY
(41.92699390800004, -73.91076850899998)"
2015,Kilowatt Systems LLC,Rockland,Spring Valley,7,271745.66,42945.00,62.50,73365.00,PON 2112,"Spring Valley, NY
(41.12102044100004, -74.04264707399994)"
2015,Solar Liberty Energy Systems Inc. (CS),Ontario,Canandaigua,3,55942.00,13680.00,15.20,17842.37,PON 2112,"Canandaigua, NY
(42.88809273700008, -77.28093625999998)"
2014,SolarCity(CS),Dutchess,Staatsburg,3,184450.00,31951.00,36.89,43302.96,PON 2112,"Staatsburg, NY
(41.85040262100006, -73.92819582799996)"
2015,Monolith Solar Associates LLC(CS),Rensselaer,Troy,7,257760.83,53100.00,56.57,66392.38,PON 2112,"Troy, NY
(42.73449226400004, -73.68808561299994)"
2013,SolarCity(CS),Orange,Warwick,4,165309.10,34428.00,33.05,38795.41,PON 2112,"Warwick, NY
(41.258411729000045, -74.35830827099994)"
2015,SunRun Inc. (E),Dutchess,Wappingers Falls,4,107530.00,18860.00,28.00,32867.52,PON 2112,"Wappingers Falls, NY
(41.596950727000035, -73.91324923499997)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Queens,Rosedale,9,165618.90,38510.00,39.68,46560.34,PON 2112,"Rosedale, NY
(40.993743222000035, -73.74345736099997)"
2015,Halcyon dba Halco Renewable Energy (CS),Tompkins,Newfield,3,100863.87,25258.00,27.82,32656.23,PON 2112,"Newfield, NY
(42.358693481000046, -76.60005715199998)"
2014,SolarCity(CS),Orange,New Windsor,17,700610.00,111782.00,129.55,152053.35,PON 2112,"New Windsor, NY
(41.47737353800005, -74.02278793399995)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Dutchess,Wappingers Falls,10,265877.80,66306.00,69.00,80977.34,PON 2112,"Wappingers Falls, NY
(41.596950727000035, -73.91324923499997)"
2013,Renovus Energy Inc. (E) (CS),Tompkins,Ithaca,14,442346.14,105201.66,78.28,91856.50,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2014,SolarCity(CS),Columbia,Valatie,6,240350.68,33449.00,44.25,51936.55,PON 2112,"Valatie, NY
(42.41338058500003, -73.67734913999993)"
2014,Kilowatt Systems LLC,Westchester,Ossining,6,204069.74,35698.00,45.00,52822.80,PON 2112,"Ossining, NY
(41.16338394100006, -73.86083835299996)"
2014,SunPower Capital LLC (E),Orange,Pine Bush,4,229050.20,45453.00,45.46,53354.54,PON 2112,"Pine Bush, NY
(41.61103040000006, -74.30076699999995)"
2014,SolarCity(CS),Dutchess,Rhinebeck,3,122300.00,16822.00,24.46,28712.12,PON 2112,"Rhinebeck, NY
(41.92699390800004, -73.91076850899998)"
2015,SolarCity(CS),Rockland,Stony Point,10,369650.43,41582.00,66.17,77667.14,PON 2112,"Stony Point, NY
(41.24568356300006, -74.01170913799996)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Dutchess,Wappingers Falls,11,290566.05,63466.00,81.60,95744.27,PON 2112,"Wappingers Falls, NY
(41.596950727000035, -73.91324923499997)"
2014,SolarCity(CS),Schoharie,Cobleskill,8,392384.00,59510.00,76.86,90215.48,PON 2112,"Cobleskill, NY
(42.67817357300004, -74.48331816099994)"
2013,SolarCity(CS),Orange,Pine Bush,3,54350.00,11727.00,10.90,12794.86,PON 2112,"Pine Bush, NY
(41.61103040000006, -74.30076699999995)"
2014,Solar Liberty Energy Systems Inc. (CS),Chautauqua,Bemus Point,6,187592.50,52990.00,53.29,62553.93,PON 2112,"Bemus Point, NY
(42.159581923000076, -79.39275825799996)"
2015,SolarCity(CS),Albany,Delmar,7,274512.00,25756.00,49.04,57541.63,PON 2112,"Delmar, NY
(42.62284183700007, -73.83118968299993)"
2014,You Save Green,Kings,Brooklyn,5,138260.00,27302.00,23.30,27350.47,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2014,SolarCity(CS),Dutchess,Fishkill,9,377275.00,57591.00,72.70,85332.30,PON 2112,"Fishkill, NY
(41.535332709000045, -73.90290843299994)"
2015,SolarCity(CS),Orange,Warwick,14,693700.00,70942.00,123.89,145409.44,PON 2112,"Warwick, NY
(41.258411729000045, -74.35830827099994)"
2011,Mercury Solar (currently doing business as RGS Energy),Westchester,New Rochelle,4,87648.18,30712.50,17.55,20600.89,PON 2112,"New Rochelle, NY
(40.91970379300005, -73.78679892399998)"
2015,Sungevity Development LLC (E),Westchester,Yonkers,3,69475.00,14400.00,16.25,19074.90,PON 2112,"Yonkers, NY
(40.932992123000076, -73.89873832499995)"
2015,SunPower Capital LLC (E),Queens,Glen Oaks,3,127899.00,18452.00,24.84,29172.27,PON 2112,"Glen Oaks, NY
(40.747622361000026, -73.71267947199993)"
2014,Sungevity Development LLC (E),Erie,Buffalo,4,86132.50,19775.00,20.25,23770.26,PON 2112,"Buffalo, NY
(42.88544307300003, -78.87845675099999)"
2015,SunPower Capital LLC (E),Rockland,Monsey,5,323272.00,52189.00,67.70,79456.06,PON 2112,"Monsey, NY
(41.10943038500005, -74.06910814599996)"
2014,SunRun Inc. (E),Westchester,Elmsford,3,122162.35,30558.00,28.42,33360.53,PON 2112,"Elmsford, NY
(41.05372076100008, -73.81964852999994)"
2014,SunRun Inc. (E),Queens,Glen Oaks,10,268552.00,67316.00,57.20,67126.03,PON 2112,"Glen Oaks, NY
(40.747622361000026, -73.71267947199993)"
2014,SolarCity(CS),Orange,Goshen,6,194800.00,36726.00,38.96,45732.81,PON 2112,"Goshen, NY
(41.40683291000005, -74.31656717599998)"
2015,SolarCity(CS),Saratoga,Waterford,16,678839.60,84409.00,121.24,142298.75,PON 2112,"Waterford, NY
(42.790504199000054, -73.67930971399994)"
2014,TAITEM Engineering (E) (CS),Tompkins,Brooktondale,3,93376.00,24724.00,24.72,29022.03,PON 2112,"Brooktondale, NY
(42.381393453000044, -76.39641982499995)"
2011,New York Light Energy,Albany,Cohoes,3,1069600.00,213588.00,135.45,158996.63,PON 2112,"Cohoes, NY
(42.77465067400004, -73.70008912299994)"
